journal_title	domain
Mersin Üniversitesi Tıp Fakültesi Lokman Hekim Tıp Tarihi ve Folklorik Tıp Dergisi	Unknown or multidisciplinary
British Journal of Psychiatry	SSH
Community Dentistry and Oral Epidemiology	SSH
Journal of Child and Family Studies	SSH
Advances in Psychology	SSH
International Journal of Adolescence and Youth	Unknown or multidisciplinary
Psychology & Sexuality	SSH
Journal of Gerontological Social Work	SSH
Yaşam Becerileri Psikoloji Dergisi	SSH
Journal of Obstetrics and Gynaecology Research	Unknown or multidisciplinary
Journal of Geriatric Psychiatry and Neurology	SSH
Journal of the American Medical Directors Association	STEM
Social Psychological and Personality Science	SSH
Journal of Social and Clinical Psychology	SSH
SSM - Population Health	STEM
Journal of Youth and Adolescence	Unknown or multidisciplinary
Research in Developmental Disabilities	SSH
Journal of Counseling Psychology	SSH
Aging & Mental Health	SSH
Salmand	Unknown or multidisciplinary
European Journal of Ageing	SSH
Journal of Clinical Child & Adolescent Psychology	SSH
Journal of Public Health	STEM
The Journals of Gerontology Series B: Psychological Sciences and Social Sciences	SSH
Journal of Personality and Social Psychology	SSH
Geriatric Nursing	STEM
Health and Quality of Life Outcomes	SSH
Neuroscience & Biobehavioral Reviews	SSH
Philology. Issues of Theory and Practice	SSH
The Journals of Gerontology: Series B	Unknown or multidisciplinary
International Journal of Environmental Research and Public Health	STEM
Social Psychiatry and Psychiatric Epidemiology	SSH
European Journal of Ageing	SSH
Ageing and Society	SSH
Etnografica	Unknown or multidisciplinary
SOCIAL SCIENCES AND HUMANITIES. DOMESTIC AND FOREIGN LITERATURE. SERIES 11: SOCIOLOGY	SSH
SOCIAL SCIENCES AND HUMANITIES. DOMESTIC AND FOREIGN LITERATURE. SERIES 11: SOCIOLOGY	SSH
Health Psychology	SSH
Archives of Medical Science	STEM
Asia Pacific Journal of Tourism Research	STEM
Journal of Occupational Health	STEM
Journal of Social and Clinical Psychology	SSH
International Journal of Environmental Research and Public Health	STEM
Psychotherapy Research	SSH
JAMA Otolaryngology–Head & Neck Surgery	Unknown or multidisciplinary
Information, Communication & Society	SSH
International Journal of Environmental Research and Public Health	STEM
Social Development	SSH
Occupational Therapy in Mental Health	SSH
International Journal of Applied Positive Psychology	SSH
Health Psychology	SSH
Izvestia Ural Federal University Journal Series 1. Issues in Education, Science and Culture	SSH
Behaviour Change	SSH
Journal of Special Education and Rehabilitation	SSH
Journal of Community Mental Health and Public Policy	SSH
JMIR Aging	SSH
Death Studies	SSH
Journal of Nervous & Mental Disease	STEM
Journal of Cosmetic Dermatology	Unknown or multidisciplinary
Journal of American College Health	STEM
Journal of Oncological Sciences	STEM
Genes, Brain and Behavior	SSH
Health & Social Care in the Community	SSH
Health Research Journal	STEM
International Journal of Geriatric Psychiatry	SSH
Social Psychiatry and Psychiatric Epidemiology	SSH
Archives of Sexual Behavior	SSH
Journal of Social and Personal Relationships	SSH
Social Work and Social Sciences Review	SSH
Scientific Reports	STEM
Journal of Epidemiology and Community Health	SSH
Social Psychiatry and Psychiatric Epidemiology	SSH
Salud UIS	Unknown or multidisciplinary
Cyberpsychology, Behavior, and Social Networking	SSH
Journal of Latinos and Education	SSH
Вестник Адыгейского государственного университета, серия «Филология и искусствоведение»	Unknown or multidisciplinary
International Psychogeriatrics	SSH
Current Psychology	SSH
PLOS ONE	Unknown or multidisciplinary
Advances in Psychology	SSH
Vestnik Altaiskogo Gosudarstvennogo Pedagogiceskogo Universiteta	SSH
Salud mental	Unknown or multidisciplinary
Alzheimer's & Dementia	STEM
Journal of American College Health	STEM
PLOS ONE	Unknown or multidisciplinary
JOURNAL OF THE KOREA CONTENTS ASSOCIATION	Unknown or multidisciplinary
The Japanese journal of psychology	SSH
Journal of Consulting and Clinical Psychology	SSH
Computers in Human Behavior	SSH
BMC Psychiatry	SSH
Scandinavian Journal of Psychology	SSH
Journal of Consumer Research	Unknown or multidisciplinary
Archives of Gerontology and Geriatrics	STEM
Frontiers in Public Health	STEM
International Journal of Older People Nursing	STEM
Journal of Family Psychology	SSH
Frontiers in Behavioral Neuroscience	SSH
Journal of Child and Family Studies	SSH
Emerging Adulthood	Unknown or multidisciplinary
Journal of Abnormal Child Psychology	SSH
Psychiatry and Clinical Psychopharmacology	SSH
International Journal of Environmental Research and Public Health	STEM
Journal of Elder Abuse & Neglect	Unknown or multidisciplinary
Social Neuroscience	SSH
Internet Interventions	Unknown or multidisciplinary
Computers in Human Behavior	SSH
International Journal of Environmental Research and Public Health	STEM
Nursing Older People	STEM
International Journal of Advanced Research	Unknown or multidisciplinary
Journal of Korea Society for Plants People and Environment	SSH
Nutrients	Unknown or multidisciplinary
Advances in Psychology	SSH
Asian Journal of Education and Training	SSH
International Journal of Tourism and Hospitality Research	STEM
The Proceedings of the Annual Convention of the Japanese Psychological Association	SSH
Healthcare	STEM
Australasian Journal on Ageing	SSH
Addictive Behaviors Reports	SSH
Turkiye Klinikleri Journal of Nursing Sciences	STEM
Nurse Education in Practice	SSH
BMC Geriatrics	STEM
Journal of Applied Gerontology	Unknown or multidisciplinary
Biannual Journal of Contemporary Psychology	SSH
Journal of Industrial Convergence	STEM
Gastroenterology	Unknown or multidisciplinary
Journal of Affective Disorders Reports	STEM
Bulletin of the South Ural State University series "Psychology"	SSH
Journal of American College Health	STEM
Journal of Korean Academy of Fundamentals of Nursing	STEM
Journal of Clinical Oncology	STEM
Journal of the Korea Academia-Industrial cooperation Society	SSH
The Journals of Gerontology: Series B	Unknown or multidisciplinary
Frontiers in Psychiatry	SSH
Aging & Mental Health	SSH
Journal of the American Medical Directors Association	STEM
BMJ Open	Unknown or multidisciplinary
Australasian Journal on Ageing	SSH
International Journal of Mental Health and Addiction	STEM
Higher Education Research & Development	SSH
International Journal of Social Psychiatry	SSH
The Spanish Journal of Psychology	SSH
Aging & Mental Health	SSH
Philology. Issues of Theory and Practice	SSH
Alzheimer's & Dementia	STEM
JMIR Research Protocols	Unknown or multidisciplinary
Psychology, Health & Medicine	SSH
International Journal of Behavioral Development	SSH
Journal of Public Health	STEM
Frontiers in Psychology	SSH
Applied Psychology: Health and Well-Being	SSH
BMC Family Practice	SSH
Aging Clinical and Experimental Research	SSH
Health & Social Care in the Community	SSH
Journal of Community Psychology	SSH
International Journal of Older People Nursing	STEM
Cognition and Emotion	Unknown or multidisciplinary
International Journal of Disability, Development and Education	SSH
Journal of Community & Applied Social Psychology	SSH
Learning and Individual Differences	SSH
Indian Journal of Forensic Medicine & Toxicology	STEM
Scientific Reports	STEM
Journal of Youth and Adolescence	Unknown or multidisciplinary
Psychology and Aging	SSH
JAMA Psychiatry	SSH
The Journals of Gerontology: Series B	Unknown or multidisciplinary
International Journal of Environmental Research and Public Health	STEM
Medical Journal of Tabriz University of Medical Sciences	STEM
Journal of Gerontological Social Work	SSH
Journal of Psychosomatic Research	SSH
International Journal of Environmental Research and Public Health	STEM
BMC Psychiatry	SSH
Research on Aging	SSH
Physical Culture and Sport. Studies and Research	SSH
International Journal of Mental Health and Addiction	STEM
Research on Aging	SSH
Journal of Sleep Research	Unknown or multidisciplinary
Journal of Counseling Psychology	SSH
Aging & Mental Health	SSH
Journal of Personality and Social Psychology	SSH
BMC Public Health	STEM
International Journal of Community Well-Being	SSH
Alzheimer's & Dementia	STEM
The Journals of Gerontology Series B: Psychological Sciences and Social Sciences	SSH
Journal of Social and Personal Relationships	SSH
Schizophrenia Research	Unknown or multidisciplinary
Frontiers in Public Health	STEM
BMJ Open	Unknown or multidisciplinary
Journal of Clinical Nursing	STEM
Preventive Medicine Reports	STEM
Journal of Community Psychology	SSH
Journal of Psychopathology and Behavioral Assessment	SSH
Aging & Mental Health	SSH
Nursing Older People	STEM
International Journal of Environmental Research and Public Health	STEM
Canadian Journal of Behavioural Science / Revue canadienne des sciences du comportement	SSH
Nippon Ronen Igakkai Zasshi. Japanese Journal of Geriatrics	STEM
BMJ Open	Unknown or multidisciplinary
The Journals of Gerontology Series B: Psychological Sciences and Social Sciences	SSH
International Journal of Clinical and Health Psychology	SSH
Discrete Dynamics in Nature and Society	SSH
Journal of Special Education and Rehabilitation	SSH
Australasian Journal on Ageing	SSH
Health & Social Care in the Community	SSH
JOURNAL OF THE JAPANESE ASSOCIATION OF RURAL MEDICINE	STEM
International Journal of Social Psychiatry	SSH
International Journal of Nursing Studies	SSH
The Journals of Gerontology Series B: Psychological Sciences and Social Sciences	SSH
PLOS ONE	Unknown or multidisciplinary
The Journal of Humanities and Social sciences 21	SSH
Journal of Social and Clinical Psychology	SSH
International Journal of Psychology	SSH
Journal of Social and Personal Relationships	SSH
Health & Social Care in the Community	SSH
Journal of Applied Research in Intellectual Disabilities	Unknown or multidisciplinary
PLOS ONE	Unknown or multidisciplinary
Science of The Total Environment	STEM
The Journals of Gerontology: Series B	Unknown or multidisciplinary
Personality and Social Psychology Bulletin	SSH
Journal of Intergenerational Relationships	SSH
THE KOREAN JOURNAL OF COUNSELING AND PSYCHOTHERAPY	SSH
Psychiatric Rehabilitation Journal	SSH
Disability and Health Journal	STEM
PLOS ONE	Unknown or multidisciplinary
Aging & Mental Health	SSH
Medical Science	STEM
Journal of Personality Disorders	STEM
Nursing Open	STEM
Advances in Psychology	SSH
BMC Public Health	STEM
BMC Geriatrics	STEM
Development and Psychopathology	SSH
Journal of Nervous & Mental Disease	STEM
European Archives of Psychiatry and Clinical Neuroscience	SSH
Innovation in Aging	SSH
Frontiers in Psychiatry	SSH
Health & Social Care in the Community	SSH
Journal of Affective Disorders	STEM
European Journal of Personality	Unknown or multidisciplinary
Journal of Psychiatric Research	SSH
Smart Health	STEM
Social Psychiatry and Psychiatric Epidemiology	SSH
European Journal of Ageing	SSH
Journal of Applied Gerontology	Unknown or multidisciplinary
The Gerontologist	Unknown or multidisciplinary
International Journal of Environmental Research and Public Health	STEM
Asian Journal of Psychiatry	SSH
Quality of Life Research	SSH
Journal of the American Geriatrics Society	SSH
The Journals of Gerontology: Series A	Unknown or multidisciplinary
International Journal of Environmental Research and Public Health	STEM
Personality and Social Psychology Bulletin	SSH
International Journal of Environmental Research and Public Health	STEM
Journal of Behavioral Medicine	SSH
BMJ Open	Unknown or multidisciplinary
Journal of Nervous & Mental Disease	STEM
Health & Social Care in the Community	SSH
Journal of Behavior Therapy and Experimental Psychiatry	SSH
BMC Geriatrics	STEM
Frontiers in Psychology	SSH
PSYCHIATRIA DANUBINA	SSH
Journal of Loss and Trauma	Unknown or multidisciplinary
FSM İlmi Araştırmalar İnsan ve Toplum Bilimleri Dergisi	Unknown or multidisciplinary
European Journal of Ageing	SSH
THE KOREAN JOURNAL OF COUNSELING AND PSYCHOTHERAPY	SSH
University of Sharjah Journal for Humanities and Social Sciences	SSH
Journal of Psychiatric Research	SSH
International Journal of Geriatric Psychiatry	SSH
The Journals of Gerontology: Series B	Unknown or multidisciplinary
Alzheimer's & Dementia	STEM
Budapest International Research and Critics in Linguistics and Education (BirLE) Journal	SSH
International Journal of Environmental Research and Public Health	STEM
Educational Gerontology	SSH
Social Psychiatry and Psychiatric Epidemiology	SSH
Frontiers in Public Health	STEM
BMJ Open	Unknown or multidisciplinary
Cognition and Emotion	Unknown or multidisciplinary
Advances in Psychology	SSH
Korean Journal of Social Welfare	SSH
Journal of Interpersonal Violence	Unknown or multidisciplinary
China Journal of Social Work	SSH
International Journal of Geriatric Psychiatry	SSH
Journal of Abnormal Child Psychology	SSH
International Journal of Environmental Research and Public Health	STEM
Journal of the American Academy of Child & Adolescent Psychiatry	SSH
AIDS Education and Prevention	SSH
International Journal of Environmental Research and Public Health	STEM
The Journal of Psychology	SSH
AIDS Care	STEM
Journal of Advanced Nursing	STEM
Educational Academic Research	SSH
Journal of Psychosomatic Research	SSH
The Journal of Psychology	SSH
Journal of Applied Gerontology	Unknown or multidisciplinary
Journal of Applied Gerontology	Unknown or multidisciplinary
Social Media + Society	SSH
Social Indicators Research	SSH
Social Science Computer Review	SSH
